,image_file,dominant_color
638,Nexus_Image_Iterator/MC 2_composite_final_8_90.png,"(145, 130, 131)"
639,Nexus_Image_Iterator/back_forth_grid_24_resized.png,"(151, 136, 133)"
640,Nexus_Image_Iterator/Kathy_2_composite_final_6_90.png,"(154, 123, 85)"
641,Nexus_Image_Iterator/moving_picture_grid_95_.png,"(156, 138, 132)"
642,Nexus_Image_Iterator/more_compressedfull_sprial_grids_32_resized.png,"(14, 14, 13)"
643,Nexus_Image_Iterator/full_sprial_grids_70_resized.png,"(12, 12, 12)"
644,Nexus_Image_Iterator/back_forth_grid_39_.png,"(13, 13, 12)"
645,Nexus_Image_Iterator/moving_picture_grid_45_resized.png,"(164, 146, 142)"
646,Nexus_Image_Iterator/Nataliia 4_composite_final_6_90.png,"(158, 155, 160)"
647,Nexus_Image_Iterator/Kasey Edgerton 3_composite_3.png,"(99, 96, 89)"
648,Nexus_Image_Iterator/back_forth_grid_54_resized.png,"(152, 136, 131)"
649,Nexus_Image_Iterator/Jeanfiedo_composite_final_6_90.png,"(123, 115, 105)"
650,Nexus_Image_Iterator/moving_picture_grid_105_.png,"(4, 4, 4)"
651,Nexus_Image_Iterator/more_compressedfull_sprial_grids_2_resized.png,"(4, 4, 4)"
652,Nexus_Image_Iterator/more_compressedfull_sprial_grids_42_resized.png,"(12, 11, 12)"
653,Nexus_Image_Iterator/grid_sprial_test_4_.png,"(4, 4, 4)"
654,Nexus_Image_Iterator/eisa_composite_final_2_90.png,"(95, 88, 92)"
655,Nexus_Image_Iterator/full_sprial_grids_52_.png,"(128, 115, 112)"
656,Nexus_Image_Iterator/Victor_composite_final_1_90.png,"(80, 66, 66)"
657,Nexus_Image_Iterator/Sibel_composite_final_9_90.png,"(158, 147, 126)"
658,Nexus_Image_Iterator/moving_picture_grid_35_resized.png,"(14, 13, 13)"
659,Nexus_Image_Iterator/Baffin_composite_2.png,"(126, 90, 98)"
660,Nexus_Image_Iterator/grid_sprial_test_18_.png,"(156, 138, 131)"
661,Nexus_Image_Iterator/back_forth_grid_19_.png,"(156, 138, 132)"
662,Nexus_Image_Iterator/Spiderplant 2_composite_final_2_90.png,"(172, 144, 145)"
663,Nexus_Image_Iterator/monsteroflove_composite_final_4_90.png,"(155, 95, 81)"
664,Nexus_Image_Iterator/back_forth_grid_31_resized.png,"(12, 12, 12)"
665,Nexus_Image_Iterator/full_sprial_grids_25_.png,"(155, 138, 134)"
666,Nexus_Image_Iterator/Jeanfiedo_composite_final_5_90.png676_resized.png,"(134, 110, 104)"
667,Nexus_Image_Iterator/full_sprial_grids_98_resized.png,"(4, 4, 4)"
668,Nexus_Image_Iterator/full_sprial_grids_65_resized.png,"(14, 14, 13)"
669,Nexus_Image_Iterator/Nataliia 4_composite_2.png,"(143, 124, 124)"
670,Nexus_Image_Iterator/Soul vision_composite_4.png,"(76, 52, 48)"
671,Nexus_Image_Iterator/more_compressedfull_sprial_grids_27_resized.png,"(155, 139, 136)"
672,Nexus_Image_Iterator/more_compressedcheckers_test_01_.png,"(170, 149, 143)"
673,Nexus_Image_Iterator/moving_picture_grid_50_resized.png,"(169, 149, 142)"
674,Nexus_Image_Iterator/grid_sprial_test_13_resized.png,"(4, 4, 4)"
675,Nexus_Image_Iterator/Spiderplant3_composite_final_7_90.png,"(145, 113, 111)"
676,Nexus_Image_Iterator/Kasey Edgerton 3_composite_1.png,"(13, 17, 20)"
677,Nexus_Image_Iterator/back_forth_grid_41_resized.png,"(152, 139, 138)"
678,Nexus_Image_Iterator/Prianna _composite_final_6_90.png,"(115, 71, 83)"
679,Nexus_Image_Iterator/John_composite_final_5_90.png,"(178, 156, 136)"
680,Nexus_Image_Iterator/Spiderplant 2_composite_final_4_90676_resized.png,"(144, 143, 149)"
681,Nexus_Image_Iterator/Sloth Vibes_composite_final_8_90.png,"(148, 144, 159)"
682,Nexus_Image_Iterator/more_compressedfull_sprial_grids_507_2_resized.png,"(142, 147, 161)"
683,Nexus_Image_Iterator/full_sprial_grids_72_.png,"(12, 11, 11)"
684,Nexus_Image_Iterator/full_sprial_grids_15_resized.png,"(4, 4, 4)"
685,Nexus_Image_Iterator/Soul vision_composite_final_1_90.png,"(35, 28, 27)"
686,Nexus_Image_Iterator/more_compressedfull_sprial_grids_57_resized.png,"(33, 31, 31)"
687,Nexus_Image_Iterator/Spiderplant3_composite_4.png,"(153, 118, 114)"
688,Nexus_Image_Iterator/i_love_chai_composite_final_3_90.png,"(86, 82, 86)"
689,Nexus_Image_Iterator/moving_picture_grid_20_resized.png,"(152, 136, 131)"
690,Nexus_Image_Iterator/Rondo_composite_final_3_90.png,"(94, 95, 98)"
691,Nexus_Image_Iterator/back_forth_grid_58_.png,"(4, 4, 4)"
692,Nexus_Image_Iterator/John_composite_final_9_90.png,"(161, 130, 118)"
693,Nexus_Image_Iterator/moving_picture_grid_109_resized.png,"(4, 4, 4)"
694,Nexus_Image_Iterator/Sloth Vibes_composite_final_4_90.png,"(160, 129, 138)"
695,Nexus_Image_Iterator/Spiderplant 2_composite_final_3_90.png676_resized.png,"(171, 137, 137)"
696,Nexus_Image_Iterator/Sibel_composite_1.png,"(63, 49, 50)"
697,Nexus_Image_Iterator/full_sprial_grids_64_.png,"(156, 140, 138)"
698,Nexus_Image_Iterator/Kathy_composite_final_1_90.png,"(126, 119, 83)"
699,Nexus_Image_Iterator/grid_sprial_test_2_resized.png,"(4, 4, 4)"
700,Nexus_Image_Iterator/moving_picture_grid_6_.png,"(4, 4, 4)"
701,Nexus_Image_Iterator/more_compressedfull_sprial_grids_507_60_resized.png,"(10, 10, 10)"
702,Nexus_Image_Iterator/Kathy_2_composite_3.png,"(131, 119, 101)"
703,Nexus_Image_Iterator/moving_picture_grid_83_resized.png,"(12, 12, 12)"
704,Nexus_Image_Iterator/Nataliia3_composite_final_1_90.png,"(130, 118, 128)"
705,Nexus_Image_Iterator/full_sprial_grids_5_resized.png,"(4, 4, 4)"
706,Nexus_Image_Iterator/monsteroflove_composite_1.png,"(152, 134, 126)"
707,Nexus_Image_Iterator/Victor_composite_4.png,"(114, 68, 70)"
708,Nexus_Image_Iterator/more_compressedfull_sprial_grids_79_resized.png,"(154, 137, 132)"
709,Nexus_Image_Iterator/monsteroflove_composite_final_8_90.png,"(96, 73, 66)"
710,Nexus_Image_Iterator/full_sprial_grids_33_.png,"(13, 12, 12)"
711,Nexus_Image_Iterator/more_compressedfull_sprial_grids_84_resized.png,"(153, 137, 132)"
712,Nexus_Image_Iterator/Kasey Edgerton 4_composite_final_2_90.png,"(107, 104, 113)"
713,Nexus_Image_Iterator/more_compressedfull_sprial_grids_507_10_resized.png,"(4, 4, 4)"
714,Nexus_Image_Iterator/Nataliia3_composite_2.png,"(127, 127, 142)"
715,Nexus_Image_Iterator/Kasey Edgerton_composite_final_6_90.png,"(130, 131, 127)"
716,Nexus_Image_Iterator/Quinn_test_2_composite_final_6_90.png,"(110, 121, 112)"
717,Nexus_Image_Iterator/Actias_composite_final_2_90.png,"(174, 148, 141)"
718,Nexus_Image_Iterator/Nataliia3_composite_3.png,"(143, 133, 135)"
719,Nexus_Image_Iterator/back_forth_grid_73_resized.png,"(4, 4, 4)"
720,Nexus_Image_Iterator/full_sprial_grids_48_.png,"(128, 114, 112)"
721,Nexus_Image_Iterator/more_compressedfull_sprial_grids_98_resized.png,"(4, 4, 4)"
722,Nexus_Image_Iterator/Nataliia 2_composite_final_1_90.png,"(141, 151, 171)"
723,Nexus_Image_Iterator/Baffin_composite_final_9_90.png,"(150, 145, 146)"
724,Nexus_Image_Iterator/full_sprial_grids_27_resized.png,"(10, 10, 10)"
725,Nexus_Image_Iterator/more_compressedfull_sprial_grids_65_resized.png,"(15, 14, 14)"
726,Nexus_Image_Iterator/moving_picture_grid_37_.png,"(156, 140, 138)"
727,Nexus_Image_Iterator/moving_picture_grid_12_resized.png,"(4, 4, 4)"
728,Nexus_Image_Iterator/full_sprial_grids_7_.png,"(4, 4, 4)"
729,Nexus_Image_Iterator/back_forth_grid_3_resized.png,"(4, 4, 4)"
730,Nexus_Image_Iterator/Kathy_2_composite_2.png,"(124, 115, 82)"
731,Nexus_Image_Iterator/back_forth_grid_23_.png,"(155, 137, 133)"
732,Nexus_Image_Iterator/MC 2_composite_4.png,"(126, 105, 110)"
733,Nexus_Image_Iterator/full_sprial_grids_57_resized.png,"(32, 30, 31)"
734,Nexus_Image_Iterator/more_compressedfull_sprial_grids_507_81_resized.png,"(151, 135, 130)"
735,Nexus_Image_Iterator/moving_picture_grid_60_.png,"(136, 124, 124)"
736,Nexus_Image_Iterator/more_compressedfull_sprial_grids_15_resized.png,"(4, 4, 4)"
737,Nexus_Image_Iterator/moving_picture_grid_62_resized.png,"(137, 124, 124)"
738,Nexus_Image_Iterator/Mika_composite_final_0_90.png,"(129, 120, 114)"
739,Nexus_Image_Iterator/grid_sprial_test_21_resized.png,"(151, 135, 131)"
740,Nexus_Image_Iterator/back_forth_grid_35_.png,"(156, 140, 138)"
741,Nexus_Image_Iterator/donya_composite_final_0_90.png,"(143, 148, 159)"
742,Nexus_Image_Iterator/Kasey Edgerton 4_composite_4.png,"(94, 96, 103)"
743,Nexus_Image_Iterator/more_compressedfull_sprial_grids_507_22_resized.png,"(151, 135, 131)"
744,Nexus_Image_Iterator/moving_picture_grid_76_.png,"(136, 124, 124)"
745,Nexus_Image_Iterator/moving_picture_grid_99_.png,"(4, 4, 4)"
746,Nexus_Image_Iterator/Baffin_composite_final_5_90.png,"(150, 145, 146)"
747,Nexus_Image_Iterator/grid_sprial_test_8_.png,"(4, 4, 4)"
748,Nexus_Image_Iterator/back_forth_grid_62_.png,"(4, 4, 4)"
749,Nexus_Image_Iterator/Nataliia 4_composite_3.png,"(134, 152, 178)"
750,Nexus_Image_Iterator/grid_sprial_test_14_.png,"(4, 4, 4)"
751,Nexus_Image_Iterator/full_sprial_grids_79_resized.png,"(151, 135, 131)"
752,Nexus_Image_Iterator/moving_picture_grid_21_.png,"(155, 137, 132)"
753,Nexus_Image_Iterator/full_sprial_grids_84_resized.png,"(153, 137, 132)"
754,Nexus_Image_Iterator/more_compressedfull_sprial_grids_507_52_resized.png,"(129, 115, 112)"
755,Nexus_Image_Iterator/Baffin_composite_1.png,"(121, 67, 74)"
756,Nexus_Image_Iterator/moving_picture_grid_109_.png,"(4, 4, 4)"
757,Nexus_Image_Iterator/MC 4_composite_final_3_90.png,"(170, 160, 160)"
758,Nexus_Image_Iterator/more_compressedfull_sprial_grids_20_resized.png,"(151, 135, 130)"
759,Nexus_Image_Iterator/full_sprial_grids_26_.png,"(155, 139, 134)"
760,Nexus_Image_Iterator/Nataliia3_composite_final_4_90.png,"(154, 146, 149)"
761,Nexus_Image_Iterator/full_sprial_grids_62_resized.png,"(156, 141, 139)"
762,Nexus_Image_Iterator/grid_sprial_test_14_resized.png,"(4, 4, 4)"
763,Nexus_Image_Iterator/moving_picture_grid_57_resized.png,"(164, 146, 142)"
764,Nexus_Image_Iterator/back_forth_grid_36_resized.png,"(14, 14, 13)"
765,Nexus_Image_Iterator/moving_picture_grid_59_.png,"(136, 124, 124)"
766,Nexus_Image_Iterator/Kasey Edgerton 4_composite_final_7_90.png,"(132, 131, 135)"
767,Nexus_Image_Iterator/more_compressedfull_sprial_grids_507_49_resized.png,"(129, 115, 112)"
768,Nexus_Image_Iterator/Quinn_test_2_composite_final_3_90.png,"(141, 131, 132)"
769,Nexus_Image_Iterator/Kasey Edgerton_composite_final_3_90.png,"(126, 114, 117)"
770,Nexus_Image_Iterator/more_compressedfull_sprial_grids_50_resized.png,"(129, 116, 113)"
771,Nexus_Image_Iterator/full_sprial_grids_71_.png,"(12, 11, 11)"
772,Nexus_Image_Iterator/full_sprial_grids_12_resized.png,"(4, 4, 4)"
773,Nexus_Image_Iterator/Sloth Vibes_composite_final_1_90.png,"(161, 131, 139)"
774,Nexus_Image_Iterator/Spiderplant 4_composite_1.png,"(179, 138, 138)"
775,Nexus_Image_Iterator/eisa_composite_1.png,"(90, 83, 81)"
776,Nexus_Image_Iterator/moving_picture_grid_27_resized.png,"(10, 10, 10)"
777,Nexus_Image_Iterator/Kathy_composite_final_4_90.png,"(127, 119, 103)"
778,Nexus_Image_Iterator/back_forth_grid_46_resized.png,"(10, 10, 10)"
779,Nexus_Image_Iterator/more_compressedfull_sprial_grids_507_39_resized.png,"(155, 141, 139)"
780,Nexus_Image_Iterator/more_compressedfull_sprial_grids_507_5_resized.png,"(4, 4, 4)"
781,Nexus_Image_Iterator/Soul vision_composite_final_8_90.png,"(70, 48, 39)"
782,Nexus_Image_Iterator/Actias_composite_4.png,"(156, 118, 115)"
783,Nexus_Image_Iterator/Spiderplant3_composite_final_2_90.png,"(131, 114, 116)"
784,Nexus_Image_Iterator/more_compressedfull_sprial_grids_507_67_resized.png,"(152, 138, 136)"
785,Nexus_Image_Iterator/Kathy_composite_final_8_90.png,"(174, 165, 146)"
786,Nexus_Image_Iterator/Prianna _composite_final_3_90.png,"(140, 109, 108)"
787,Nexus_Image_Iterator/back_forth_grid_9_.png,"(4, 4, 4)"
788,Nexus_Image_Iterator/full_sprial_grids_67_.png,"(13, 13, 12)"
789,Nexus_Image_Iterator/moving_picture_grid_8_resized.png,"(4, 4, 4)"
790,Nexus_Image_Iterator/moving_picture_grid_84_resized.png,"(12, 11, 11)"
791,Nexus_Image_Iterator/John_composite_final_0_90.png,"(168, 136, 119)"
792,Nexus_Image_Iterator/full_sprial_grids_88_.png,"(4, 4, 4)"
793,Nexus_Image_Iterator/back_forth_grid_18_resized.png,"(152, 135, 130)"
794,Nexus_Image_Iterator/moving_picture_grid_18_.png,"(157, 139, 133)"
795,Nexus_Image_Iterator/Soul vision_composite_final_4_90.png,"(122, 73, 58)"
796,Nexus_Image_Iterator/moving_picture_grid_79_resized.png,"(14, 14, 13)"
797,Nexus_Image_Iterator/Rondo_composite_final_6_90.png,"(91, 93, 99)"
798,Nexus_Image_Iterator/i_love_chai_composite_final_6_90.png,"(84, 79, 98)"
799,Nexus_Image_Iterator/moving_picture_grid_5_.png,"(4, 4, 4)"
800,Nexus_Image_Iterator/grid_sprial_test_5_resized.png,"(4, 4, 4)"
801,Nexus_Image_Iterator/more_compressedfull_sprial_grids_507_17_resized.png,"(153, 137, 132)"
802,Nexus_Image_Iterator/full_sprial_grids_30_.png,"(12, 11, 11)"
803,Nexus_Image_Iterator/RainbowSpaceman_composite_1.png,"(135, 124, 132)"
804,Nexus_Image_Iterator/monsteroflove_composite_final_1_90.png,"(149, 112, 94)"
805,Nexus_Image_Iterator/Spiderplant 2_composite_final_7_90.png,"(157, 138, 140)"
806,Nexus_Image_Iterator/more_compressedfull_sprial_grids_83_resized.png,"(152, 135, 130)"
807,Nexus_Image_Iterator/Nataliia3_composite_final_8_90.png,"(152, 142, 142)"
808,Nexus_Image_Iterator/back_forth_grid_68_resized.png,"(4, 4, 4)"
809,Nexus_Image_Iterator/full_sprial_grids_2_resized.png,"(4, 4, 4)"
810,Nexus_Image_Iterator/more_compressedfull_sprial_grids_62_resized.png,"(155, 141, 139)"
811,Nexus_Image_Iterator/Nataliia 2_composite_final_8_90.png,"(146, 126, 130)"
812,Nexus_Image_Iterator/Baffin_composite_final_0_90.png,"(133, 125, 140)"
813,Nexus_Image_Iterator/full_sprial_grids_20_resized.png,"(151, 135, 130)"
814,Nexus_Image_Iterator/moving_picture_grid_15_resized.png,"(4, 4, 4)"
815,Nexus_Image_Iterator/full_sprial_grids_4_.png,"(4, 4, 4)"
816,Nexus_Image_Iterator/moving_picture_grid_34_.png,"(13, 12, 12)"
817,Nexus_Image_Iterator/MC 4_composite_final_6_90.png,"(147, 140, 148)"
818,Nexus_Image_Iterator/Nataliia_composite_1.png,"(153, 133, 129)"
819,Nexus_Image_Iterator/more_compressedfull_sprial_grids_12_resized.png,"(4, 4, 4)"
820,Nexus_Image_Iterator/more_compressedfull_sprial_grids_507_86_resized.png,"(4, 4, 4)"
821,Nexus_Image_Iterator/back_forth_grid_20_.png,"(155, 137, 132)"
822,Nexus_Image_Iterator/full_sprial_grids_50_resized.png,"(129, 115, 113)"
823,Nexus_Image_Iterator/grid_sprial_test_26_resized.png,"(10, 10, 10)"
824,Nexus_Image_Iterator/moving_picture_grid_65_resized.png,"(137, 124, 124)"
825,Nexus_Image_Iterator/moving_picture_grid_112_resized.png,"(4, 4, 4)"
826,Nexus_Image_Iterator/moving_picture_grid_98_resized.png,"(153, 137, 133)"
827,Nexus_Image_Iterator/Mika_composite_final_9_90.png,"(101, 99, 103)"
828,Nexus_Image_Iterator/Jeanfiedo_composite_final_2_90676_resized.png,"(137, 107, 108)"
829,Nexus_Image_Iterator/donya_composite_final_5_90.png,"(126, 122, 135)"
830,Nexus_Image_Iterator/back_forth_grid_4_resized.png,"(4, 4, 4)"
831,Nexus_Image_Iterator/moving_picture_grid_63_.png,"(136, 124, 124)"
832,Nexus_Image_Iterator/more_compressedfull_sprial_grids_507_25_resized.png,"(151, 135, 133)"
833,Nexus_Image_Iterator/back_forth_grid_36_.png,"(156, 140, 138)"
834,Nexus_Image_Iterator/donya_composite_final_9_90.png,"(129, 150, 180)"
835,Nexus_Image_Iterator/moving_picture_grid_75_.png,"(136, 124, 124)"
836,Nexus_Image_Iterator/Mika_composite_final_5_90.png,"(112, 89, 76)"
837,Nexus_Image_Iterator/more_compressedfull_sprial_grids_507_55_resized.png,"(49, 46, 46)"
838,Nexus_Image_Iterator/full_sprial_grids_83_resized.png,"(152, 135, 130)"
839,Nexus_Image_Iterator/grid_sprial_test_17_.png,"(157, 139, 133)"
840,Nexus_Image_Iterator/back_forth_grid_61_.png,"(4, 4, 4)"
841,Nexus_Image_Iterator/Actias_composite_final_7_90.png,"(171, 135, 130)"
842,Nexus_Image_Iterator/Nataliia 2_composite_final_4_90.png,"(143, 121, 119)"
843,Nexus_Image_Iterator/Jeanfiedo_composite_1.png,"(172, 139, 139)"
844,Nexus_Image_Iterator/moving_picture_grid_22_.png,"(155, 137, 132)"
845,Nexus_Image_Iterator/moving_picture_grid_55_.png,"(156, 141, 139)"
846,Nexus_Image_Iterator/more_compressedfull_sprial_grids_507_30_resized.png,"(12, 11, 11)"
847,Nexus_Image_Iterator/Cindy_composite_final_4_90.png,"(149, 121, 129)"
848,Nexus_Image_Iterator/Nataliia_composite_final_7_90.png,"(145, 137, 143)"
849,Nexus_Image_Iterator/Jeanfiedo_composite_3.png,"(101, 94, 93)"
850,Nexus_Image_Iterator/Kasey Edgerton 3_composite_final_8_90.png,"(86, 80, 83)"
851,Nexus_Image_Iterator/back_forth_grid_16_.png,"(157, 140, 134)"
852,Nexus_Image_Iterator/more_compressedfull_sprial_grids_59_resized.png,"(12, 11, 12)"
853,Nexus_Image_Iterator/full_sprial_grids_96_resized.png,"(4, 4, 4)"
854,Nexus_Image_Iterator/more_compressedfull_sprial_grids_507_40_resized.png,"(139, 139, 143)"
855,Nexus_Image_Iterator/eisa_composite_2.png,"(142, 116, 74)"
856,Nexus_Image_Iterator/Spiderplant 4_composite_2.png,"(174, 135, 133)"
857,Nexus_Image_Iterator/Spiderplant 4_composite_final_0_90.png,"(108, 111, 109)"
858,Nexus_Image_Iterator/full_sprial_grids_92_.png,"(4, 4, 4)"
859,Nexus_Image_Iterator/back_forth_grid_41_.png,"(13, 12, 12)"
860,Nexus_Image_Iterator/more_compressedfull_sprial_grids_29_resized.png,"(156, 140, 136)"
861,Nexus_Image_Iterator/full_sprial_grids_35_resized.png,"(14, 14, 13)"
862,Nexus_Image_Iterator/moving_picture_grid_14_.png,"(4, 4, 4)"
863,Nexus_Image_Iterator/Kasey Edgerton 2_composite_final_0_90.png,"(84, 95, 92)"
864,Nexus_Image_Iterator/more_compressedfull_sprial_grids_77_resized.png,"(151, 135, 133)"
865,Nexus_Image_Iterator/moving_picture_grid_9_.png,"(4, 4, 4)"
866,Nexus_Image_Iterator/back_forth_grid_5_.png,"(4, 4, 4)"
867,Nexus_Image_Iterator/Spiderplant 2_composite_final_8_90676_resized.png,"(129, 130, 144)"
868,Nexus_Image_Iterator/back_forth_grid_61_resized.png,"(4, 4, 4)"
869,Nexus_Image_Iterator/Nataliia_composite_3.png,"(152, 103, 87)"
870,Nexus_Image_Iterator/back_forth_grid_57_.png,"(157, 140, 134)"
871,Nexus_Image_Iterator/grid_sprial_test_21_.png,"(155, 137, 132)"
872,Nexus_Image_Iterator/full_sprial_grids_84_.png,"(157, 139, 133)"
873,Nexus_Image_Iterator/full_sprial_grids_45_resized.png,"(41, 39, 39)"
874,Nexus_Image_Iterator/more_compressedfull_sprial_grids_507_93_resized.png,"(4, 4, 4)"
875,Nexus_Image_Iterator/RainbowSpaceman_composite_2.png,"(74, 71, 78)"
876,Nexus_Image_Iterator/moving_picture_grid_43_.png,"(156, 141, 139)"
877,Nexus_Image_Iterator/moving_picture_grid_70_resized.png,"(137, 124, 124)"
878,Nexus_Image_Iterator/moving_picture_grid_107_resized.png,"(4, 4, 4)"
879,Nexus_Image_Iterator/Cindy_composite_final_8_90.png,"(133, 104, 113)"
880,Nexus_Image_Iterator/grid_sprial_test_33_resized.png,"(14, 13, 13)"
881,Nexus_Image_Iterator/JR Formanek_composite_final_1_90.png,"(154, 105, 101)"
882,Nexus_Image_Iterator/MC_composite_final_7_90.png,"(132, 108, 106)"
883,Nexus_Image_Iterator/Kasey Edgerton 3_composite_final_4_90.png,"(71, 80, 90)"
884,Nexus_Image_Iterator/back_forth_grid_11_resized.png,"(4, 4, 4)"
885,Nexus_Image_Iterator/Dan_composite_final_6_90.png,"(154, 135, 142)"
886,Nexus_Image_Iterator/moving_picture_grid_1_resized.png,"(4, 4, 4)"
887,Nexus_Image_Iterator/q329042_composite_final_7_90.png,"(109, 111, 106)"
888,Nexus_Image_Iterator/full_sprial_grids_8_.png,"(4, 4, 4)"
889,Nexus_Image_Iterator/moving_picture_grid_110_.png,"(4, 4, 4)"
890,Nexus_Image_Iterator/more_compressedfull_sprial_grids_507_72_resized.png,"(12, 11, 11)"
891,Nexus_Image_Iterator/Jeanfiedo_composite_final_3_90.png,"(140, 113, 106)"
892,Nexus_Image_Iterator/moving_picture_grid_38_.png,"(170, 149, 143)"
893,Nexus_Image_Iterator/moving_picture_grid_91_resized.png,"(151, 134, 132)"
894,Nexus_Image_Iterator/eisa_composite_final_7_90.png,"(122, 111, 114)"
895,Nexus_Image_Iterator/MC 3_composite_final_9_90.png,"(140, 128, 131)"
896,Nexus_Image_Iterator/full_sprial_grids_59_resized.png,"(11, 11, 11)"
897,Nexus_Image_Iterator/Spiderplant_composite_final_8_90.png,"(153, 128, 130)"
898,Nexus_Image_Iterator/full_sprial_grids_47_.png,"(128, 114, 111)"
899,Nexus_Image_Iterator/Victor_composite_final_4_90.png,"(132, 78, 69)"
900,Nexus_Image_Iterator/more_compressedfull_sprial_grids_101_resized.png,"(4, 4, 4)"
901,Nexus_Image_Iterator/Jeanfiedo_composite_final_7_90676_resized.png,"(131, 110, 109)"
902,Nexus_Image_Iterator/RainbowSpaceman_composite_3.png,"(98, 82, 85)"
903,Nexus_Image_Iterator/Spiderplant 2_composite_final_4_90.png676_resized.png,"(144, 143, 149)"
904,Nexus_Image_Iterator/more_compressedfull_sprial_grids_96_resized.png,"(4, 4, 4)"
905,Nexus_Image_Iterator/moving_picture_grid_80_.png,"(13, 13, 12)"
906,Nexus_Image_Iterator/Nataliia_composite_2.png,"(130, 101, 97)"
907,Nexus_Image_Iterator/Kathy_2_composite_final_3_90.png,"(120, 118, 95)"
908,Nexus_Image_Iterator/full_sprial_grids_29_resized.png,"(12, 11, 11)"
909,Nexus_Image_Iterator/Nataliia 4_composite_final_3_90.png,"(150, 139, 140)"
910,Nexus_Image_Iterator/full_sprial_grids_10_.png,"(4, 4, 4)"
911,Nexus_Image_Iterator/full_sprial_grids_77_resized.png,"(151, 136, 133)"
912,Nexus_Image_Iterator/moving_picture_grid_96_.png,"(156, 138, 131)"
913,Nexus_Image_Iterator/more_compressedfull_sprial_grids_35_resized.png,"(15, 14, 14)"
914,Nexus_Image_Iterator/MC 2_composite_final_1_90.png,"(160, 155, 155)"
915,Nexus_Image_Iterator/moving_picture_grid_42_resized.png,"(169, 149, 142)"
916,Nexus_Image_Iterator/moving_picture_grid_79_.png,"(156, 140, 138)"
917,Nexus_Image_Iterator/Spiderplant 4_composite_3.png,"(142, 131, 138)"
918,Nexus_Image_Iterator/eisa_composite_3.png,"(92, 113, 109)"
919,Nexus_Image_Iterator/back_forth_grid_23_resized.png,"(151, 134, 132)"
920,Nexus_Image_Iterator/RainbowSpaceman_composite_final_2_90.png,"(98, 82, 87)"
921,Nexus_Image_Iterator/more_compressedfull_sprial_grids_45_resized.png,"(42, 39, 40)"
922,Nexus_Image_Iterator/moving_picture_grid_106_.png,"(4, 4, 4)"
923,Nexus_Image_Iterator/Jeanfiedo_composite_final_2_90.png676_resized.png,"(137, 107, 108)"
924,Nexus_Image_Iterator/moving_picture_grid_32_resized.png,"(12, 12, 12)"
925,Nexus_Image_Iterator/Jeanfiedo_composite_2.png,"(123, 119, 107)"
926,Nexus_Image_Iterator/checkers_test_01_resized.png,"(169, 149, 142)"
927,Nexus_Image_Iterator/Victor_composite_final_8_90.png,"(175, 73, 70)"
928,Nexus_Image_Iterator/Sibel_composite_final_0_90.png,"(137, 126, 105)"
929,Nexus_Image_Iterator/back_forth_grid_53_resized.png,"(151, 135, 130)"
930,Nexus_Image_Iterator/Spiderplant_composite_final_4_90.png,"(142, 145, 148)"
931,Nexus_Image_Iterator/MC 3_composite_final_5_90.png,"(149, 141, 149)"
932,Nexus_Image_Iterator/more_compressedfull_sprial_grids_5_resized.png,"(4, 4, 4)"
933,Nexus_Image_Iterator/full_sprial_grids_51_.png,"(129, 115, 112)"
934,Nexus_Image_Iterator/grid_sprial_test_7_.png,"(4, 4, 4)"
935,Nexus_Image_Iterator/moving_picture_grid_88_resized.png,"(10, 10, 10)"
936,Nexus_Image_Iterator/JR Formanek_composite_final_3_90.png,"(168, 150, 146)"
937,Nexus_Image_Iterator/back_forth_grid_14_resized.png,"(4, 4, 4)"
938,Nexus_Image_Iterator/Jeanfiedo_composite_final_8_90.png676_resized.png,"(115, 101, 95)"
939,Nexus_Image_Iterator/moving_picture_grid_4_resized.png,"(4, 4, 4)"
940,Nexus_Image_Iterator/full_sprial_grids_50_.png,"(129, 115, 112)"
941,Nexus_Image_Iterator/Nataliia_composite_final_9_90.png,"(153, 160, 176)"
942,Nexus_Image_Iterator/grid_sprial_test_6_.png,"(4, 4, 4)"
943,Nexus_Image_Iterator/q329042_composite_final_5_90.png,"(90, 87, 82)"
944,Nexus_Image_Iterator/full_sprial_grids_40_resized.png,"(139, 139, 143)"
945,Nexus_Image_Iterator/more_compressedfull_sprial_grids_507_96_resized.png,"(4, 4, 4)"
946,Nexus_Image_Iterator/grid_sprial_test_9_resized.png,"(4, 4, 4)"
947,Nexus_Image_Iterator/moving_picture_grid_107_.png,"(4, 4, 4)"
948,Nexus_Image_Iterator/moving_picture_grid_102_resized.png,"(4, 4, 4)"
949,Nexus_Image_Iterator/moving_picture_grid_75_resized.png,"(137, 124, 124)"
950,Nexus_Image_Iterator/MC_composite_final_5_90.png,"(108, 102, 116)"
951,Nexus_Image_Iterator/Kasey Edgerton 3_composite_final_6_90.png,"(117, 118, 116)"
952,Nexus_Image_Iterator/Dan_composite_final_4_90.png,"(154, 128, 119)"
953,Nexus_Image_Iterator/grid_sprial_test_36_resized.png,"(14, 14, 13)"
954,Nexus_Image_Iterator/back_forth_grid_64_resized.png,"(4, 4, 4)"
955,Nexus_Image_Iterator/Kasey Edgerton 2_composite_final_2_90.png,"(115, 124, 124)"
956,Nexus_Image_Iterator/full_sprial_grids_30_resized.png,"(12, 11, 11)"
